"","Feature","Coverage"
"165","fam_SPALACIDAE",1
"166","fam_SUIDAE",1
"167","fam_TALPIDAE",1
"168","fam_TAPIRIDAE",1
"169","fam_TARSIIDAE",1
"170","fam_TAYASSUIDAE",1
"171","fam_THRYONOMYIDAE",1
"172","fam_TRAGULIDAE",1
"173","fam_URSIDAE",1
"174","fam_VIVERRIDAE",1
"175","fam_ZIPHIIDAE",1
