"","gtip","X","treename","traitname","pcr","competence","gen","fam","ord","clade","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","upper_elevation_m","lower_elevation_m","altitude_breadth_m","habitat_breadth_n","X2.1_AgeatEyeOpening_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X7.1_DispersalAge_d","X22.2_HomeRange_Indiv_km2","X13.2_NeonateHeadBodyLen_mm","X10.1_PopulationGrpSize","X13.3_WeaningHeadBodyLen_mm","hibernation_torpor","fossoriality","freshwater","marine","terrestrial_non.volant","terrestrial_volant","island_dwelling","disected_by_mountains","glaciation","trophic_herbivores","trophic_omnivores","trophic_carnivores","activity_nocturnal","activity_crepuscular","activity_diurnal","forager_marine","forager_ground","forager_scansorial","forager_arboreal","forager_aerial","island_end_marine","island_end_mainland","island_end_lgbridge","island_end_isolated","biogeo_afrotropical","biogeo_antarctic","biogeo_australasian","biogeo_indomalayan","biogeo_nearctic","biogeo_neotropical","biogeo_oceanian","biogeo_palearctic","cites","ed_equal","studied"
"318","Gerbilliscus",318,"Gerbilliscus","Gerbilliscus",0,1,"Gerbilliscus","MURIDAE","RODENTIA","Mouse-related",113,1.699,200,NA,1499.2135,98.979,103.68,99,127.765,25.4435,NA,4.294,2.9385,71.2695,4.905,26.896,30,638.817,0.32,642.18,0.001,NA,20,0,80,20,0,0,0,0,0,0,0,20,60,3,1500,0,1500,3,20,183.42,113.25,NA,0.00069045,45,NA,NA,0,1,0,0,1,0,0,0.6,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.916666666666667,0,0,0,0,0,0,0.0833333333333333,17,18.3770997910947,1
"319","Gerbillurus",319,"Gerbillurus","Gerbillurus",0,0,"Gerbillurus","MURIDAE","RODENTIA","Mouse-related",33.405,0.834,109.34,NA,1279.328,72.41,87.522,NA,115.645,24.468,6,3.7525,3.2395,48.7395,2.0475,25.48,13.495,519.4835,0.163,1067.5,0.01,NA,0,0,100,0,0,0,0,0,0,0,0,100,0,1,NA,NA,NA,2,19.5,27.92,36.35,NA,0.01,32.43,NA,53,0,1,0,0,1,0,0,0.25,0,0.25,0.75,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13,18.3770985786947,0
"320","Gerbillus",320,"Gerbillus","Gerbillus",0,0,"Gerbillus","MURIDAE","RODENTIA","Mouse-related",33.43,1.157,130,NA,1397.4085,76.9475,93.226,73,124.685,24.191,NA,4.1845,3.2195,44.1315,2.5,26.633,11,602.543,0.1645,NA,NA,NA,20,0,80,20,0,0,0,0,0,0,0,30,50,3,800,750,450,2,20.25,24.135,32.575,NA,NA,32.99,NA,NA,0,1,0,0,1,0,0,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0.541666666666667,0,0,0.0416666666666667,0,0,0,0.479166666666667,207,13.7466165715862,0
"321","Giraffa",321,"Giraffa","Giraffa",0,0,"Giraffa","GIRAFFIDAE","CETARTIODACTYLA","Ruminantia",8e+05,638.6,4450.515,NA,14417.5,1633.59,1380.269,1644,1825,456.125,4,1.12,0.54,613.745,58500,182.455,NA,5251.012,41.88,0.832,81.52,100,0,0,100,0,0,0,0,0,0,0,0,0,100,1,NA,NA,NA,3,NA,NA,NA,NA,99.56,NA,NA,NA,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,336,16.501042914791,0
"322","Glaucomys",322,"Glaucomys","Glaucomys",0,0,"Glaucomys","SCIURIDAE","RODENTIA","Squirrel-related",106.7,2.457,219.745,NA,6059,335.63,284.12,NA,375.5025,40,NA,3.065,1.3325,198.341,4.58,60.566,42.97,1829.85,0.304,248.045,0.0275,NA,0,0,100,0,0,0,0,0,0,30,0,40,30,3,NA,NA,NA,1,28.75,67.05,73,NA,0.024392822,48.7,NA,107.7,0,0,0,0,1,0,0,0.5,0.5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.5,0,0,64,15.2220683096604,0
"323","Glironia",323,"Glironia","Glironia",0,0,"Glironia","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia",140,17.094,190.565,NA,730,NA,355.03,NA,380.208,23.485,NA,4,1.806,200.157,NA,111.497,NA,1183.309,0.359,NA,NA,NA,40,20,40,40,0,0,0,20,0,20,0,20,0,4,500,0,500,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,38.716602093375,0
"324","Glirulus",324,"Glirulus","Glirulus",0,0,"Glirulus","GLIRIDAE","RODENTIA","Squirrel-related",47.4,2.476,76.25,NA,2555,145.02,145.02,NA,175.72,30.436,NA,4,1.5,55.962,NA,38,25.595,883.517,0.198,NA,NA,NA,30,20,50,30,0,0,0,20,0,30,0,20,0,4,1800,400,1400,1,14.5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4,37.9122321697656,0
"325","Glis",325,"Glis","Glis",0,0,"Glis","GLIRIDAE","RODENTIA","Squirrel-related",140.045,1.9,178.54,NA,3285,339.31,322.622,335,319.37,28.19,11,4.73,1.19,198.575,1.5,32.567,27.72,1152.94,0.36,136.667,0.001,NA,0,0,100,0,0,0,0,0,0,40,0,60,0,2,2000,0,2000,3,28,NA,NA,NA,0.001244034,NA,NA,NA,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,454,37.9122321697656,0
"326","Globicephala",326,"Globicephala","Globicephala",0,0,"Globicephala","DELPHINIDAE","CETARTIODACTYLA","Whippomorpha",893000,2706.3865,6596.4375,NA,22447.5,3623.445,2971.006,4856,3428.265,452.7255,NA,1,0.2315,1069.229,84833.5,727.7575,NA,8705.25,NA,NA,NA,NA,90,10,0,90,0,0,10,0,0,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,15,NA,0,1,0,1,0,0,NA,NA,NA,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0.5,1,0.5,1,1,1,1,328,1.36162426490943,0
"327","Glyphotes",327,"Glyphotes","Glyphotes",0,0,"Glyphotes","SCIURIDAE","RODENTIA","Squirrel-related",52.53,2.17,124,NA,2158.618,NA,326.898,NA,363.467,45.027,NA,2.346,1.606,159.158,NA,51.587,NA,1174.173,0.21,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,285,1515,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.6447543839984,0
"328","Golunda",328,"Golunda","Golunda",0,0,"Golunda","MURIDAE","RODENTIA","Mouse-related",60.73,0.89,155,NA,879.042,NA,82.873,NA,111.7,26.216,NA,4.165,3.565,36.122,NA,23.417,NA,518.259,0.227,NA,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1300,100,1200,3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,19.1953232174302,0
"329","Gorilla",329,"Gorilla","Gorilla",0,0,"Gorilla","HOMINIDAE","PRIMATES","Catarrhini",133028.7475,464.9665,1672.22,NA,20221,3835.3615,2960.03,4746.875,3499.03,257,NA,1.0025,0.3,1420.7085,2074.75,921.025,12595,7665,15.6075,1.002,4.03,6,0,0,100,0,0,0,0,0,0,10,0,0,90,1,2850,300,2550,1,NA,NA,NA,5248.98,NA,NA,10,NA,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3276,11.9729901633547,1
"330","Gracilinanus",330,"Gracilinanus","Gracilinanus",0,0,"Gracilinanus","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia",19.8825,1.6395,97.075,NA,1317.135,317.6325,308.222,365.265,327.7975,19.9585,NA,7.4215,1.8125,189.224,4.625,75.7085,9,735.9385,0.1225,NA,NA,NA,50,0,50,50,0,0,0,0,0,30,20,0,0,3,4000,1850,1795,1,NA,19.6,13,NA,NA,NA,NA,NA,0.166666666666667,0,0,0,1,0,0,0.166666666666667,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,39,26.3127276497305,0
"331","Grammomys",331,"Grammomys","Grammomys",0,0,"Grammomys","MURIDAE","RODENTIA","Mouse-related",43.7,1.0605,140,NA,1295.816,78.048,95.0225,NA,126.37,26.565,NA,3,3.221,39.1355,4.2,26.8295,NA,591.2785,0.19,110,0.001,NA,10,0,90,10,0,0,0,0,0,20,0,20,50,3,2275,1900,850,2,12,NA,NA,NA,NA,37.41,NA,NA,0,0.0833333333333333,0,0,1,0,0,0.4,0,0.0833333333333333,0.916666666666667,0,1,0,0,0,0.0833333333333333,0,0.916666666666667,0,0,1,0,0,1,0,0,0,0,0,0,0,18,9.61243463401766,0
"332","Grampus",332,"Grampus","Grampus",1,0,"Grampus","DELPHINIDAE","CETARTIODACTYLA","Whippomorpha",425000,2551,4000,NA,15512.5,2526.32,3652.5,3652.5,4017.616,365.116,NA,1,0.417,1009.967,20000,456.6,NA,7300,NA,NA,NA,NA,50,50,0,50,0,0,50,0,0,0,0,0,0,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,10,NA,0,1,0,1,0,0,NA,NA,NA,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,131,3.53316105697547,1
"333","Graomys",333,"Graomys","Graomys",0,0,"Graomys","CRICETIDAE","RODENTIA","Mouse-related",68.59,1.1655,165,NA,1054.688,NA,84.2955,NA,112.146,25.5845,NA,7.01,3.43,33.6985,NA,24.0465,NA,521.9195,0.2425,NA,NA,NA,0,0,100,0,0,0,0,0,0,30,0,30,40,3,2850,500,2350,1.5,NA,83.97,69.4,NA,NA,NA,NA,NA,0,0.25,0,0,1,0,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,12.7587434213292,0
"334","Graphiurus",334,"Graphiurus","Graphiurus",0,0,"Graphiurus","GLIRIDAE","RODENTIA","Squirrel-related",26.502,1.632,120.315,NA,1295.2235,NA,334.739,NA,369.8295,28.012,7,4.7,1.765,108.261,3.5,35.238,25.595,899.491,0.1435,212.5,0.09,1,20,40,40,20,20,0,0,20,0,20,0,20,0,5,2000,1000,1000,1,NA,66.44,67.8,NA,0.09,NA,NA,NA,0,0,0,0,1,0,0,0.75,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,20,40.6541993302656,0
"335","Gulo",335,"Gulo","Gulo",0,0,"Gulo","MUSTELIDAE","CARNIVORA","Caniformes",12792.49,81.077,810,NA,7117.5,756.6,756.6,776,854.965,51.438,NA,2.84,0.5,729.625,90.53,83.64,NA,2622.302,4.307,0.008,343.27,NA,0,100,0,0,20,0,0,20,40,20,0,0,0,4,2400,300,2100,4,27.94,4906.8,11600,638.99,363.58,157.3,1,NA,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,11733,7.25165555246774,0
"336","Gymnuromys",336,"Gymnuromys","Gymnuromys",0,0,"Gymnuromys","NESOMYIDAE","RODENTIA","Mouse-related",97.5,1.514,151.25,NA,1778.669,NA,192.38,NA,222.872,35.912,NA,1.94,1,199.927,NA,36.81,NA,810.43,0.295,NA,NA,NA,4,0,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1800,500,1300,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,26.9385096931851,0
"337","Habromys",337,"Habromys","Habromys",0,0,"Habromys","CRICETIDAE","RODENTIA","Mouse-related",40,1.097,140,NA,1434.838,NA,70.28,NA,100.466,30.807,NA,2.482,3.808,36.9,NA,27.192,NA,605.304,0.18,NA,NA,NA,50,10,40,50,0,0,0,0,10,20,0,20,0,3,2825,2000,535,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0.714285714285714,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.142857142857143,1,0,0,4,8.86797453588525,0
"338","Hadromys",338,"Hadromys","Hadromys",0,0,"Hadromys","MURIDAE","RODENTIA","Mouse-related",59,1.1885,140,NA,1018.2085,NA,100.122,NA,132.0705,27.3365,NA,3.318,3.241,48.7415,NA,26.9425,NA,593.8005,0.223,NA,NA,NA,4,0,96,0,0,0,0,0,0,0,0,0,100,1.5,1300,935,365,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10.0851009900811,0
"339","Haeromys",339,"Haeromys","Haeromys",0,0,"Haeromys","MURIDAE","RODENTIA","Mouse-related",14.04,0.696,74.995,NA,1044.484,NA,105.793,NA,127.844,28.908,NA,3.059,3.571,43.974,NA,30.071,NA,530.019,0.101,NA,NA,NA,0,0,100,0,0,0,0,0,0,0,0,100,0,1,1000,75,925,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0.333333333333333,0.666666666666667,0,1,0,0,0,0,0,1,0,0,0,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,16.0434596068327,0
"340","Halichoerus",340,"Halichoerus","Halichoerus",0,0,"Halichoerus","PHOCIDAE","CARNIVORA","Caniformes",197570.01,318.57,2189.735,NA,17035.463,1770.72,1499.313,1887,1825,291.225,NA,1,0.93,364.75,13995.35,18.783,42148.54,5110,NA,NA,NA,NA,20,80,0,20,0,0,80,0,0,0,0,0,0,2,3,NA,NA,5,0,38605.8,194000,21,NA,NA,NA,NA,0,1,0,1,1,0,NA,NA,NA,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,397,2.23582471562251,0
"341","Halmaheramys",341,"Halmaheramys","Halmaheramys",0,0,"Halmaheramys","MURIDAE","RODENTIA","Mouse-related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,6.9195101376845,0
"342","Handleyomys",342,"Handleyomys","Handleyomys",0,0,"Handleyomys","CRICETIDAE","RODENTIA","Mouse-related",49.745,1.11,162.5,NA,1174.362,NA,78.9575,NA,109.1595,27.746,NA,3.735,4.2755,34.3015,NA,27.014,NA,532.375,0.2035,1156.25,NA,NA,20,0,80,20,0,0,0,0,0,20,0,20,40,4,2600,1500,1300,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0.875,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.25,0.875,0,0,2,14.6464811090162,0
"343","Hapalemur",343,"Hapalemur","Hapalemur",0,0,"Hapalemur","LEMURIDAE","PRIMATES","Strepsirrhini",1202.71,14.455,396.5,NA,8504.5,941.8415,880.513,1346,996.45,141.24,NA,1.2,1.1,332.562,45.2,147,NA,3285,1.173,30.583,0.01,3.1,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1400,600,800,1,NA,NA,NA,NA,0.18235,NA,4,NA,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1254,7.57691223341816,0
"344","Hapalomys",344,"Hapalomys","Hapalomys",0,0,"Hapalomys","MURIDAE","RODENTIA","Mouse-related",70,1.325,168,NA,1004.974,NA,102.8385,NA,133.149,27.9405,NA,3.0575,3.2685,49.3555,NA,27.1465,NA,615.315,0.246,NA,NA,NA,0,0,100,0,0,0,0,0,0,30,0,0,70,2,500,0,500,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.5,6,6.11341703040612,0
"345","Heimyscus",345,"Heimyscus","Heimyscus",0,0,"Heimyscus","MURIDAE","RODENTIA","Mouse-related",17.2,0.886,73,NA,1403.92,NA,91.019,NA,121.787,26.915,NA,3.755,3.525,36.723,NA,26.738,NA,580.062,0.113,NA,NA,NA,20,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,620,100,520,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,13.8752453222151,0
"346","Helarctos",346,"Helarctos","Helarctos",0,0,"Helarctos","URSIDAE","CARNIVORA","Caniformes",46000,363.207,1310.395,NA,13103.5,2373.004,2373.004,NA,2192,98.34,NA,1.1,0.782,588.72,324.99,90.36,NA,3650,8.706,1.212,NA,NA,50,20,30,50,20,0,0,0,0,20,0,10,0,3,3000,1,2999,3,14,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,44,5.81849833767016,0
"347","Heliophobius",347,"Heliophobius","Heliophobius",0,0,"Heliophobius","BATHYERGIDAE","RODENTIA","Guinea_pig-related",89,1.43,177.265,NA,1131.5,NA,325.559,NA,384.779,87.632,NA,2.53,1.375,163.243,7,34.236,NA,913.22,0.28,5800,0,1,0,0,100,0,0,0,0,0,0,0,0,0,100,1,2200,NA,NA,5,NA,74.8,88,NA,0.000125938,NA,NA,NA,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,29,27.8684711835332,0
"348","Heliosciurus",348,"Heliosciurus","Heliosciurus",0,0,"Heliosciurus","SCIURIDAE","RODENTIA","Squirrel-related",308.75,5.3155,216.695,NA,2785.68,NA,337.429,NA,375.838,49.633,NA,2.8525,1.6605,132.395,NA,50.582,NA,1254.281,0.5555,NA,NA,2,20,20,60,20,0,0,0,20,0,30,0,30,0,4,2000,800,1700,1.5,NA,133.4,230,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0.666666666666667,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12,16.7214985207841,1
"349","Helogale",349,"Helogale","Helogale",0,0,"Helogale","HERPESTIDAE","CARNIVORA","Feliformes",379.715,6.563,237.835,NA,5046.125,423.04,378.3905,NA,421.29,55.98,6,3.2795,2.0385,166.5105,NA,33.0355,NA,1595.4235,2.082,NA,0.21,NA,70,20,10,70,0,0,0,20,0,10,0,0,0,2,1300,NA,NA,2,NA,NA,NA,NA,0.28,NA,NA,NA,0,1,0,0,1,0,0,0.5,0,0,0.5,0.5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,509,5.59413404209619,0
"350","Hemiechinus",350,"Hemiechinus","Hemiechinus",0,0,"Hemiechinus","ERINACEIDAE","EULIPOTYPHLA","Erinaceidae",355.75,2.167,227.5,NA,2774,213.026,213.026,NA,251.268,38.3845,10,3.9675,1,364.75,10,36,NA,959.042,0.6005,NA,0.03,NA,30,50,20,30,0,0,0,30,20,10,0,10,0,3,2000,NA,NA,2.5,NA,151.43,398.5,NA,0.02,55.5,1,NA,1,1,0,0,1,0,0,0.5,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0.5,50,10.6244188507695,0
"351","Hemigalus",351,"Hemigalus","Hemigalus",0,0,"Hemigalus","VIVERRIDAE","CARNIVORA","Feliformes",2375,19.601,484.315,NA,6570,NA,552.569,NA,550,69.989,NA,2,1.767,241.929,125,70.916,NA,1825,9.931,NA,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,1660,0,1660,1,9.75,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5.92929653460557,0
"352","Hemitragus",352,"Hemitragus","Hemitragus",0,0,"Hemitragus","BOVIDAE","CETARTIODACTYLA","Ruminantia",49900,129.242,1472.5595,NA,7737.4185,1532.89,647.0205,730,731.524,177.302,3,1.1035,1.099,341.124,2000,153.1145,NA,2549.983,9.0375,NA,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,5200,1500,3700,3,NA,NA,NA,NA,NA,NA,35,NA,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0.5,19,5.11034771023751,0
"353","Herpailurus",353,"Herpailurus","Herpailurus",0,0,"Herpailurus","FELIDAE","CARNIVORA","Feliformes",7000,42.182,735.675,NA,6789,1052.28,803.51,NA,1126.285,73,NA,2.34,2,182.375,NA,94.23,NA,2250.567,16.866,0.58,52.35,NA,0,100,0,10,80,0,0,0,0,10,0,0,0,1,3200,0,3200,4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4393,3.9250802128256,0
"354","Herpestes",354,"Herpestes","Herpestes",0,0,"Herpestes","HERPESTIDAE","CARNIVORA","Feliformes",1008,13.002,524.11,NA,4599,350.751,373.437,365,365,61.27,6,2.6,1.967,199.368,25.92,58.219,275,1730.465,1.94,24.795,0.53,NA,30,60,10,30,20,30,10,0,0,10,0,0,0,3,2000,0,1800,2,18.5,585,780,224.5,0.38,NA,NA,NA,0,1,0,0,1,0,0.285714285714286,0.714285714285714,0,0,0.533333333333333,0.466666666666667,0,0.733333333333333,0.266666666666667,0,1,0,0,0,0,0.933333333333333,0.0666666666666667,0,0.4,0,0,0.6,0,0,0,0.0666666666666667,557,6.57336585484238,0
"355","Heterocephalus",355,"Heterocephalus","Heterocephalus",0,0,"Heterocephalus","HETEROCEPHALIDAE","RODENTIA","Guinea_pig-related",35,0.52,110.805,NA,10329.5,228,228,NA,298,70,NA,8.95,3.5,81.044,1.94,35.805,11,1649.449,0.168,11100,0.004,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1500,400,1100,5,29,25.74,39.25,NA,0.003954543,NA,180,NA,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2075,38.4856076370664,0
"356","Heteromys",356,"Heteromys","Heteromys",0,0,"Heteromys","HETEROMYIDAE","RODENTIA","Mouse-related",65,1.189,137.675,NA,1341.73,111.11,127.768,365,159.777,28.511,NA,3.434,2.086,96.229,2.8125,29.341,22.5,727.171,0.236,656.45,0.001,1,0,0,100,0,0,0,0,0,0,0,0,30,70,2,2200,960,800,1,20,99.735,72.55,NA,0.001307261,NA,NA,NA,0,1,0,0,1,0,0,0.555555555555556,0,0.538461538461538,0.461538461538462,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.142857142857143,0.857142857142857,0,0,33,19.1125554341613,0
"357","Heteropsomys",357,"Heteropsomys","Heteropsomys",0,0,"Heteropsomys","ECHIMYIDAE","RODENTIA","Guinea_pig-related",930,8.737,364.186,NA,3462.066,NA,530.745,NA,609.012,101.03,NA,1.487,1.746,182.399,NA,56.633,NA,1921.706,1.019,NA,NA,NA,3,1,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9.2947856570862,0
"358","Hexolobodon",358,"Hexolobodon","Hexolobodon",0,0,"Hexolobodon","CAPROMYIDAE","RODENTIA","Guinea_pig-related",3160,16.718,515.612,NA,4875.553,NA,575.892,NA,696.924,134.085,NA,1.494,1.738,216.104,NA,76.031,NA,2354.414,1.996,NA,NA,NA,1,6,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.44460745838914,0
"359","Hippidion",359,"Hippidion","Hippidion",0,0,"Hippidion","EQUIDAE","PERISSODACTYLA","Perissodactyla",410850,555.288,2664.777,NA,14403.5845,NA,1009.271,NA,1185.8875,353.5385,NA,1.0025,0.642,594.0695,NA,340.88,NA,3784.093,26.199,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,33.3379113773125,0
"360","Hippocamelus",360,"Hippocamelus","Hippocamelus",0,0,"Hippocamelus","CERVIDAE","CETARTIODACTYLA","Ruminantia",69110.04,162.5785,1600,NA,3893.3335,NA,484.7515,NA,590,222.488,NA,1,1.031,345.2695,3575.62,147.202,NA,2038.405,10.8905,1.223,0.86,4.6,0,0,100,0,0,0,0,0,0,0,0,0,100,1,4000,1000,3000,3.5,NA,NA,NA,NA,NA,989.99,NA,NA,0,1,0,0,1,0,0,0.5,0.5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,25,5.60077537806378,0
"361","Hippopotamus",361,"Hippopotamus","Hippopotamus",0,0,"Hippopotamus","HIPPOPOTAMIDAE","CETARTIODACTYLA","Whippomorpha",500034.5,561.891,3080.275,NA,13945.385,2030,1226.718,1279,1385.224,313.641,NA,1.123,0.655,589.41,40000,267.701,237500,4247.661,32.341,4.762,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,585,NA,0,1,1,0.333333333333333,1,0,0,0,0,1,0,0,0.333333333333333,0.666666666666667,0,0,1,0,0,0,0,0.333333333333333,0,0.666666666666667,1,0,0,0,0,0,0,0,723577,25.5785472531641,0
"362","Hippotragus",362,"Hippotragus","Hippotragus",0,0,"Hippotragus","BOVIDAE","CETARTIODACTYLA","Ruminantia",225000,339.52,1910,NA,9453.5,841.82,730,814,1013.832,283.832,4,1,1.18,323.778,15167,182.808,NA,3056.792,20.845,0.1425,NA,13.5,0,0,100,0,0,0,0,0,0,0,0,0,100,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,80,7.66445354795016,0
