"","gtip","X","treename","traitname","pcr","competence","gen","fam","ord","clade","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","upper_elevation_m","lower_elevation_m","altitude_breadth_m","habitat_breadth_n","X2.1_AgeatEyeOpening_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X7.1_DispersalAge_d","X22.2_HomeRange_Indiv_km2","X13.2_NeonateHeadBodyLen_mm","X10.1_PopulationGrpSize","X13.3_WeaningHeadBodyLen_mm","hibernation_torpor","fossoriality","freshwater","marine","terrestrial_non.volant","terrestrial_volant","island_dwelling","disected_by_mountains","glaciation","trophic_herbivores","trophic_omnivores","trophic_carnivores","activity_nocturnal","activity_crepuscular","activity_diurnal","forager_marine","forager_ground","forager_scansorial","forager_arboreal","forager_aerial","island_end_marine","island_end_mainland","island_end_lgbridge","island_end_isolated","biogeo_afrotropical","biogeo_antarctic","biogeo_australasian","biogeo_indomalayan","biogeo_nearctic","biogeo_neotropical","biogeo_oceanian","biogeo_palearctic","cites","ed_equal","studied"
"273","Epixerus",273,"Epixerus","Epixerus",0,0,"Epixerus","SCIURIDAE","RODENTIA","Squirrel-related",460,5.274,296.27,NA,2220.63,NA,338.944,NA,379.682,52.993,NA,2,1.628,140.914,NA,49.642,NA,1182.263,0.692,NA,NA,NA,20,0,80,20,0,0,0,0,0,80,0,0,0,2,1020,NA,NA,1,NA,241.5,460,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13.2473823593921,0
"274","Equus",274,"Equus","Equus",1,1,"Equus","EQUIDAE","PERISSODACTYLA","Perissodactyla",256250,518.7875,2452.8525,NA,14243.102,963.17,992.677,1187,1168.488,352.421,2,1,0.6645,550.462,34034.3175,329.712,117097.78,3582.3325,22.6805,2.665,71.805,13,0,0,100,0,0,0,0,0,0,0,0,0,100,1,2300,0,2100,3,NA,NA,NA,655.29,6.88,1000,3.5,NA,0,1,0,0,1,0,0,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.4,0,0,0,0,0,0,0.3,1749,33.3379116486125,1
"275","Eremodipus",275,"Eremodipus","Eremodipus",0,0,"Eremodipus","DIPODIDAE","RODENTIA","Mouse-related",51,1.517,132.294,NA,1653.621,NA,319.424,NA,343.673,29.629,NA,4.86,1,280.586,NA,41.507,NA,799.876,0.206,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.90458616196463,0
"276","Eremoryzomys",276,"Eremoryzomys","Eremoryzomys",0,0,"Eremoryzomys","CRICETIDAE","RODENTIA","Mouse-related",60.5,1.52,183.5,NA,1073.819,NA,97.335,NA,127.876,28.606,NA,3.581,3.755,43.397,NA,26.496,NA,606.471,0.227,NA,NA,NA,20,0,80,20,0,0,0,0,0,20,0,20,40,4,2000,1500,500,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10.4650438549895,0
"277","Erethizon",277,"Erethizon","Erethizon",0,0,"Erethizon","ERETHIZONTIDAE","RODENTIA","Guinea_pig-related",8009.73,24.3,758.75,NA,8541,772.57,933.785,1095,983.065,210,4,1,1,386.595,500,49.479,1000,3011.158,3.329,3.49,0.1,1,0,0,100,0,0,0,0,0,0,10,0,20,70,2,NA,NA,NA,3,0,NA,NA,1048.39,0.11,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,61,21.4054968717666,0
"278","Erignathus",278,"Erignathus","Erignathus",0,0,"Erignathus","PHOCIDAE","CARNIVORA","Caniformes",283333.33,460,2646.575,NA,11480.163,2199.16,1978.949,2223,2190,275.169,NA,1,0.945,547.125,35743.465,18,75335.34,6935,NA,0.01,NA,NA,60,40,0,60,0,0,40,0,0,0,0,0,0,2,3,NA,NA,4,0,NA,NA,18,NA,NA,NA,NA,0,1,0,1,1,0,NA,NA,NA,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,64,10.5704047591602,0
"279","Erinaceus",279,"Erinaceus","Erinaceus",0,0,"Erinaceus","ERINACEIDAE","EULIPOTYPHLA","Erinaceidae",772.7375,3.8925,243.405,NA,5110,251.2065,249.413,253,285.253,35.84,9.5,4.36,1.56,208.358,15.664,41.7005,235,1269.4375,5.7285,58.04,0.045,NA,80,20,0,80,10,10,0,0,0,0,0,0,0,1,1500,0,1700,3,NA,404.6,970.6,NA,0.04,62.495,NA,NA,0.75,1,0,0,1,0,0,1,0.333333333333333,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,870,39.8441151711562,0
"280","Eropeplus",280,"Eropeplus","Eropeplus",0,0,"Eropeplus","MURIDAE","RODENTIA","Mouse-related",50,1.782,240,NA,906.236,NA,103.158,NA,141.842,28.136,NA,3.334,3.375,48.661,NA,27.546,NA,639.599,0.204,NA,NA,NA,18,0,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2300,1800,500,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,6.34730401710754,0
"281","Erythrocebus",281,"Erythrocebus","Erythrocebus",0,0,"Erythrocebus","CERCOPITHECIDAE","PRIMATES","Catarrhini",7660.5,98.988,770,NA,10329.5,1246.07,977.759,1400,1079.79,167.2,NA,1,1,360.753,546.5,162.224,1950,3529.336,3.248,0.768,28.24,28,0,0,100,0,0,0,0,0,0,40,0,20,40,3,2000,300,1700,4,NA,NA,NA,NA,40.79,NA,20.5,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.666666666666667,0,0,0,0,0,0,0,482,6.89473192935742,0
"282","Eschrichtius",282,"Eschrichtius","Eschrichtius",0,0,"Eschrichtius","ESCHRICHTIIDAE","CETARTIODACTYLA","Whippomorpha",27300000,4316.67,13700,NA,28105,3189.25,2922,2922,3309.45,379.9,NA,1,0.5,683.907,5e+05,185.66,NA,10444.335,NA,4.9,NA,16,90,10,0,90,0,0,10,0,0,0,0,0,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,4430,16,NA,0,1,0,1,0,0,NA,NA,NA,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,5975,8.30247979026025,0
"283","Eubalaena",283,"Eubalaena","Eubalaena",1,0,"Eubalaena","BALAENIDAE","CETARTIODACTYLA","Whippomorpha",2.3e+07,5272.364,17603.54,NA,24455,3285,3347.96,3103.125,3467.5,350.007,NA,1,0.29,1451.506,797164,224.24,5e+06,9855,NA,NA,NA,4.75,100,0,0,100,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,5299.995,NA,6994.995,0,1,0,1,0,0,NA,NA,NA,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0.666666666666667,169,10.5925084050705,1
"284","Euchoreutes",284,"Euchoreutes","Euchoreutes",0,0,"Euchoreutes","DIPODIDAE","RODENTIA","Mouse-related",24.14,1.263,90,NA,182.5,NA,272.576,NA,295.162,34.245,8,3.116,1.847,131.478,NA,42.211,NA,783.945,1.048,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,23.3197241898682,0
"285","Eudorcas",285,"Eudorcas","Eudorcas",0,0,"Eudorcas","BOVIDAE","CETARTIODACTYLA","Ruminantia",26000,97.333,1496.25,NA,6296.25,365,365,180,410,173.684,NA,1,1.5,189.87,2600,102,NA,1825,6.361,1.606,NA,NA,0,0,100,0,0,0,0,0,0,0,0,20,80,2,1000,500,500,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.4,13,5.04096700496223,0
"286","Eulemur",286,"Eulemur","Eulemur",0,0,"Eulemur","LEMURIDAE","PRIMATES","Strepsirrhini",2406.6625,23.53,464.715,NA,13505,597.887,647.775,548,767.19,122.0455,3,1.1,1.5385,496.285,80.85,153,NA,2920,1.7195,86.35,0.05,9.15,0,0,100,0,0,0,0,0,0,30,0,0,70,2,1400,0,1670,1,NA,746,2374.5,NA,0.039375,100,7,NA,0,0,0,0,1,0,1,0.166666666666667,0,0.833333333333333,0.166666666666667,0,0,0.0833333333333333,0.916666666666667,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1292,14.0792890824727,0
"287","Eumetopias",287,"Eumetopias","Eumetopias",1,0,"Eumetopias","OTARIIDAE","CARNIVORA","Caniformes",382466.74,685.055,2971.355,NA,11972,1965.83,1803.125,2420,2420,308.05,NA,1,1,364.75,18625,351,106610,3650,NA,NA,NA,NA,0,100,0,0,0,0,100,0,0,0,0,0,0,1,5,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,NA,NA,NA,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,186,4.68114372949004,1
"288","Euneomys",288,"Euneomys","Euneomys",0,0,"Euneomys","CRICETIDAE","RODENTIA","Mouse-related",73.0275,1.08,156,NA,1269.4795,NA,74.557,NA,104.826,25.9915,NA,3.732,3.278,32.98,NA,22.611,NA,506.663,0.251,NA,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,3000,1740,1260,2,NA,84.36,65.4,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0.5,1,0,0,0.25,0.75,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,11.8341772721087,0
"289","Euoticus",289,"Euoticus","Euoticus",0,0,"Euoticus","GALAGIDAE","PRIMATES","Strepsirrhini",278.685,5.37,245.445,NA,5475,NA,367.405,NA,477.8905,133.9605,NA,1.1165,1.632,197.562,NA,71.1115,NA,1916.7935,0.525,16.25,NA,1,20,0,80,20,0,0,0,0,0,20,60,0,0,3,NA,NA,NA,1,NA,215.66,261.75,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0.5,0.5,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,510,21.7893009482813,0
"290","Eupetaurus",290,"Eupetaurus","Eupetaurus",0,0,"Eupetaurus","SCIURIDAE","RODENTIA","Squirrel-related",2521.1,15.287,534.995,NA,5585.682,NA,728.786,NA,797.857,69.229,NA,1.416,1.568,309.839,NA,76.616,NA,2389.78,1.763,NA,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,3800,2400,1400,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,11.6379949996651,0
"291","Eupleres",291,"Eupleres","Eupleres",0,0,"Eupleres","EUPLERIDAE","CARNIVORA","Feliformes",2881.67,17.56,599.995,NA,7203.96,NA,696.0895,NA,768.065,85.072,NA,1.25,1.722,257.706,150,63.909,NA,2894.45,10.918,NA,NA,NA,83.5,15,1.5,90,0,10,0,0,0,0,0,0,0,1,1000,0,1000,1,1,NA,NA,NA,NA,NA,2,NA,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,10.2008767206348,0
"292","Euroscaptor",292,"Euroscaptor","Euroscaptor",0,0,"Euroscaptor","TALPIDAE","EULIPOTYPHLA","Talpidae",60.46,1.376,127,NA,1095,NA,328.167,NA,370.361,37.321,NA,3.882,1.023,272.812,NA,33.069,NA,709.912,1.644,NA,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,2825,600,1550,1,NA,NA,NA,NA,NA,NA,1,NA,0,1,0,0,1,0,0.5,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.857142857142857,0,0.142857142857143,0,0,0,0.714285714285714,0,0,0,0.428571428571429,7,8.26159933712822,0
"293","Euryoryzomys",293,"Euryoryzomys","Euryoryzomys",0,0,"Euryoryzomys","CRICETIDAE","RODENTIA","Mouse-related",60.5,1.2165,160.5,NA,1134.3555,62.383,88.8045,NA,118.1575,27.6605,NA,3.605,4.0615,37.334,2.87,26.4855,22.0425,547.676,0.227,52.08,NA,1,20,0,80,20,0,0,0,0,0,20,0,20,40,4,1450,290,900,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21,10.049380143252,0
"294","Euryzygomatomys",294,"Euryzygomatomys","Euryzygomatomys",0,0,"Euryzygomatomys","ECHIMYIDAE","RODENTIA","Guinea_pig-related",187.49,3.525,270,NA,212.917,NA,309.354,NA,379.206,96.376,NA,0.97,1.771,143.757,NA,46.701,NA,1170.038,0.422,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,12.8163474972974,0
"295","Exilisciurus",295,"Exilisciurus","Exilisciurus",0,0,"Exilisciurus","SCIURIDAE","RODENTIA","Squirrel-related",24.91,2.217,91.5,NA,2103.545,NA,321.97,NA,359.298,47.473,NA,1.94,1.708,135.876,NA,49.171,NA,1137.748,0.139,NA,NA,NA,20,0,80,20,0,0,0,0,0,0,0,0,80,2,2500,0,2000,1,NA,NA,NA,NA,NA,83,NA,NA,0,0,0,0,1,0,0.666666666666667,0.333333333333333,0,0.333333333333333,0.666666666666667,0,0,0,1,0,0,0,1,0,0,0,0.666666666666667,0.333333333333333,0,0,0,1,0,0,0,0,0,21.2935287831958,0
"296","Felis",296,"Felis","Felis",1,1,"Felis","FELIDAE","CARNIVORA","Feliformes",5036.54,37.931,624.255,NA,7300,305.916,307.832,304,365,64.719,6,3.69,2.02,131.035,100.935,81.505,636.895,1903.782,14.354,0.36,1.29,NA,0,100,0,0,80,10,0,0,0,0,0,0,0,1,2250,0,2250,3,11.445,3184.2,4485,140,1.36,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.6,0,0,0.2,0,0,0,0.6,141047,5.21407353719238,1
"297","Felovia",297,"Felovia","Felovia",0,0,"Felovia","CTENODACTYLIDAE","RODENTIA","Guinea_pig-related",205,2.31,230,NA,2188,NA,348.607,NA,382.503,67.613,NA,1,1.708,111.499,NA,39.619,NA,1026.32,0.443,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,8.8275476926914,0
"298","Feresa",298,"Feresa","Feresa",0,0,"Feresa","DELPHINIDAE","CETARTIODACTYLA","Whippomorpha",151500,898.244,2700,NA,7665,NA,2401.232,NA,2593.848,352.614,NA,1,0.475,822.378,NA,461.396,NA,5201.292,NA,NA,NA,NA,10,90,0,10,0,0,90,0,0,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,23,NA,0,1,0,1,0,0,NA,NA,NA,0,0,1,NA,NA,NA,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,15,1.36162422880943,0
"299","Feroculus",299,"Feroculus","Feroculus",0,0,"Feroculus","SORICIDAE","EULIPOTYPHLA","Soricidae",35.99,0.67,118,NA,822.405,NA,181.597,NA,215.562,28.789,NA,3.12,3.009,72.973,NA,26.278,NA,538.863,0.17,NA,NA,NA,70,30,0,70,0,0,0,0,30,0,0,0,0,2,2400,1850,550,3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,18.4211177625723,0
"300","Fossa",300,"Fossa","Fossa",0,0,"Fossa","EUPLERIDAE","CARNIVORA","Feliformes",1853.98,20.399,453.44,NA,7811,533.97,728,NA,619.16,88.264,2,1,1.1,364.75,67.5,69.394,NA,2785.959,8.796,3.41,0.75,NA,70,20,10,70,10,10,0,0,0,10,0,0,0,1,1600,0,1600,1,0,812.6,2030,365,0.9,NA,2,NA,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,35927,10.2008767206348,0
"301","Fukomys",301,"Fukomys","Fukomys",0,0,"Fukomys","BATHYERGIDAE","RODENTIA","Guinea_pig-related",158.895,2.33,215,NA,4015,407.5,337.2925,365,384.204,88.388,12,2.6,1.663,130.0045,9,42.258,26.05,1376.887,0.3945,NA,0.01,11,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1000,0,1000,3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0.333333333333333,0,0.9,0,0.1,0,1,0,0,1,0,0,0,0,1,0,0,0.769230769230769,0,0,0,0,0,0,0,97,15.7393230013833,0
"302","Funambulus",302,"Funambulus","Funambulus",0,0,"Funambulus","SCIURIDAE","RODENTIA","Squirrel-related",129.845,2.9285,178,NA,2016.571,250.22,318.901,310,357.557,41.794,NA,2.5425,1.757,130.6795,6.18,48.167,NA,1129.705,0.345,NA,0.001,NA,20,0,80,20,0,0,0,0,0,0,0,20,60,3,2100,0,2000,1.5,22,NA,NA,NA,0.001522961,46.44,NA,NA,0,0,0,0,1,0,0,0.666666666666667,0,0,1,0,0,0,1,0,0,1,0,0,0,0.8,0.2,0,0,0,0,0.666666666666667,0,0,0,0.166666666666667,151,25.6739447320916,0
"303","Funisciurus",303,"Funisciurus","Funisciurus",1,1,"Funisciurus","SCIURIDAE","RODENTIA","Squirrel-related",192.865,3.574,180.2085,NA,2536.587,NA,312.97,NA,350.013,54.392,NA,1.8,1.6565,112.701,9.91,50.102,NA,1213.2905,0.4285,1000,0.003,NA,10,0,90,10,0,0,0,0,0,40,0,50,0,2,1650,0,1650,1,18,98.755,103.65,NA,NA,NA,NA,NA,0,0.1,0,0,1,0,0,0.333333333333333,0,0.4,0.6,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,16.2991678663841,1
"304","Galago",304,"Galago","Galago",0,0,"Galago","GALAGIDAE","PRIMATES","Strepsirrhini",192.2,4.05,180,NA,6874.167,311.481,285.185,300,411.675,126.49,NA,1.5,2,221.848,12.2,89.089,108.335,1942.4955,0.428,76.57,0.06,1,40,0,60,40,0,0,0,0,0,0,60,0,0,2,1200,150,1050,1,NA,167.6,223.25,NA,0.11,NA,NA,NA,0,0,0,0,1,0,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,716,14.7412476511406,0
"305","Galagoides",305,"Galagoides","Galagoides",0,0,"Galagoides","GALAGIDAE","PRIMATES","Strepsirrhini",63.45,2.9285,137.5,NA,5110,326.43,345.24,270,407.88,111,NA,1.29,1,364.75,9.89,45.654,NA,1803.005,0.2325,61.225,0.01,3.25,80,0,20,80,0,0,0,0,0,15,5,0,0,1.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.666666666666667,0,0,0,0,0,0,0,518,10.4308624362703,0
"306","Galea",306,"Galea","Galea",0,0,"Galea","CAVIIDAE","RODENTIA","Guinea_pig-related",337.875,2.72,250,NA,1277.5,55.92,66,60,109.87,54,4,2.63,7,53.014,37.99,38.654,136.75,389.801,0.584,NA,0.001,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,5000,20,4980,2,NA,262.83,322.5,NA,0.000682344,NA,NA,NA,0,1,0,0,1,0,0,0.333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3696,21.7523901262458,0
"307","Galemys",307,"Galemys","Galemys",0,0,"Galemys","TALPIDAE","EULIPOTYPHLA","Talpidae",60.735,1.33,140.5,NA,1825,371.23,550.847,730,730,30.218,NA,3.645,2,187.401,2.22,45.233,NA,730,1.647,4.18,0.002,1,90,10,0,90,0,0,10,0,0,0,0,0,0,1,2500,0,2500,1,NA,NA,NA,NA,0.001393636,30.99,1.5,NA,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,21.7565555766531,0
"308","Galenomys",308,"Galenomys","Galenomys",0,0,"Galenomys","CRICETIDAE","RODENTIA","Mouse-related",59.3,1.215,165.754,NA,1048.831,NA,87.746,NA,116.119,27.857,NA,3.564,3.316,35.706,NA,24.877,NA,540.601,0.224,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4650,3300,1350,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8.22785438647308,0
"309","Galictis",309,"Galictis","Galictis",0,0,"Galictis","MUSTELIDAE","CARNIVORA","Caniformes",1662.5,20.677,493.3225,NA,4436.271,NA,450.046,NA,488.8315,40.3605,NA,2.75,1.701,220.569,50,68.16,NA,1533.0935,1.373,NA,NA,NA,20,60,20,20,30,20,0,10,0,20,0,0,0,4,2700,0,2700,3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,25,5.65313770100222,0
"310","Galidia",310,"Galidia","Galidia",0,0,"Galidia","EUPLERIDAE","CARNIVORA","Feliformes",800,11.085,365.535,NA,9490,742.46,737.16,NA,816.515,76.11,2,1,1,364.75,50,59.27,183,2471.524,0.938,15.85,0.17,1.75,10,80,10,10,30,20,10,20,0,10,0,0,0,3,1950,0,1950,1,4.5,NA,NA,365,0.2,NA,1.5,NA,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,7.68447686964238,0
"311","Galidictis",311,"Galidictis","Galidictis",0,0,"Galidictis","EUPLERIDAE","CARNIVORA","Feliformes",974.995,16.5725,339.575,NA,2887.592,NA,657.184,NA,771,82.376,NA,1,1,364.75,NA,77.6795,NA,1891.705,6.257,NA,NA,NA,30,70,0,30,70,0,0,0,0,0,0,0,0,2,822.5,17.5,805,1.5,NA,NA,NA,NA,NA,NA,2,NA,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,5.16074916355119,0
"312","Gazella",312,"Gazella","Gazella",0,0,"Gazella","BOVIDAE","CETARTIODACTYLA","Ruminantia",28415.7425,90.57,1366.335,NA,7300,452.4545,498.97,661,581.18,169.438,4,1.22,1.245,330.773,2250,117.627,5505,2190,7.461,0.64,1.46,6.975,0,0,100,0,0,0,0,0,0,0,0,0,100,1,2700,0,2700,1,0,NA,NA,182.5,1.37,499.99,NA,NA,0,1,0,0,1,0,0,0.666666666666667,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.153846153846154,0,0,0.076923076923077,0,0,0,0.615384615384615,404,4.52219133693611,0
"313","Genetta",313,"Genetta","Genetta",0,0,"Genetta","VIVERRIDAE","CARNIVORA","Feliformes",1790,18.759,551.7825,NA,7648.5105,1151.41,910.111,NA,912.28,75.808,4,2.002,1.866,252.5575,71.5,73.1355,NA,2634.2,1.57,1.88,5.47,NA,10,90,0,10,70,20,0,0,0,0,0,0,0,2,3000,0,3200,2,10.86,826.86,1879,NA,5.79,146,NA,NA,0,1,0.0714285714285714,0,1,0,0,0.545454545454545,0,0,0.571428571428571,0.428571428571429,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.0714285714285714,303,8.69724660509453,0
"314","Geocapromys",314,"Geocapromys","Geocapromys",0,0,"Geocapromys","CAPROMYIDAE","RODENTIA","Guinea_pig-related",1240,10.113,395,NA,4184.173,365,569.97,730,659.226,120,4,1.421,1.725,198.425,77.34,5.84,250,1706.697,1.241,3000,NA,7,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0.8,0.2,0,0.8,0.2,0,0,0.2,0.8,0,0,0,0,0,1,0,0,0,0,0,0.8,0,0,4,9.8926290321862,0
"315","Geomys",315,"Geomys","Geomys",0,0,"Geomys","GEOMYIDAE","RODENTIA","Mouse-related",186.85,2.063,177.03,NA,4380,91.9,92.8,91,119.584,26.784,NA,3.3,1,202.847,5.2,34,22.5,1078.217,0.421,600,0,1,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,100,0,100,2,NA,166.525,219.5,NA,0.000174521,NA,1,NA,0,1,0,0,1,0,0,0,0,1,0,0,0.444444444444444,0.555555555555556,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.888888888888889,0.111111111111111,0,0,41,15.1770730771113,0
"316","Georychus",316,"Georychus","Georychus",0,0,"Georychus","BATHYERGIDAE","RODENTIA","Guinea_pig-related",189.68,3.281,205,NA,4088,304.09,304.18,304,304,44,NA,5.94,2,95.66,8.4,17.349,36,967.375,0.425,1100,0,1,0,0,100,0,0,0,0,0,0,0,0,0,100,1,NA,NA,NA,3,10,109.74,186,59.99,0.000199157,34.96,NA,NA,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,38,16.4324854758833,0
"317","Geoxus",317,"Geoxus","Geoxus",0,0,"Geoxus","CRICETIDAE","RODENTIA","Mouse-related",44.65,1.2825,127.6845,NA,1236.177,NA,108.6365,NA,142.184,30.215,NA,2.9895,3.153,44.5195,NA,24.664,NA,599.3405,1.399,39.85,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,1,0,0,1,0,0.5,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,5.85597760688966,0
